datetime,close,high,low,open,volume,netflow_total,whale_ratio,outflow_total,outflow_mean,outflow_mean_ma7,outflow_top10,SMA_10,SMA_20,SMA_50,returns,returns_lag1,BBM_20_2.0_MA,BBM_20_2.0_Upper,BBM_20_2.0_Lower,RSI_14,MA_Crossover_10_50,miner_outflow_lag1,whale_ratio_lag1,target
2024-02-23 09:00:00,51005.41393794,51062.75952292,50554.49978837,50953.28050019,1175.080958662197,-111.97141907,0.96190703,21.87548015,0.03701435,0.02448032,18.45306691,51145.020077603,51355.172570670504,51370.15910980539,0.001085018886912037,0.000762143209919186,51355.172570670504,51925.88278164979,50784.46235969122,42.426084681001925,0,6.68046496,0.95898477,1
2024-02-23 10:00:00,51172.3156148,51176.25095158,50957.9763643,51007.26607269,1018.946304172642,-558.5792799,0.92263068,12.04874696,0.01673437,0.02282145,9.94186702,51119.375425043,51346.812642461,51360.26662398499,0.0032722345330453706,0.001085018886912037,51346.812642461,51923.35714048128,50770.26814444072,46.744387730498765,0,21.87548015,0.96190703,1
2024-02-23 11:00:00,51205.08555668,51249.701496,51136.16461434,51170.70178975,765.5342441666713,638.70772992,0.95640369,19.80006906,0.0281251,0.02256417,18.03607842,51111.476964327994,51328.2823630995,51362.19200337661,0.0006403841898943163,0.0032722345330453706,51328.2823630995,51897.631146182706,50758.93358001629,47.575804502513066,0,12.04874696,0.92263068,0
2024-02-23 12:00:00,50976.05831149,51220.49638108,50898.16153387,51212.2563464,1211.2309182793647,720.3034924399999,0.96338452,17.66595052,0.04340528,0.02709532,16.41163051,51100.345277988,51303.2793989875,51356.102529961194,-0.004472744117114846,0.0006403841898943163,51303.2793989875,51888.978124779096,50717.5806731959,42.57330631233205,0,19.80006906,0.95640369,1
2024-02-23 13:00:00,51042.61899561,51081.83628935,50904.13340753,50983.49647808,1060.176399127119,-346.52071606,0.82401286,22.33216671,0.0231902,0.02620005,18.66909914,51096.662457945,51270.7604244495,51357.6126753012,0.0013057244189669248,-0.004472744117114846,51270.7604244495,51837.257963318996,50704.26288558001,44.402955453647316,0,17.66595052,0.96338452,1
2024-02-23 14:00:00,51118.30725725,51314.56733991,50793.75900387,51044.94700795,3426.669652464406,601.42315089,0.86225779,20.37237602,0.02291606,0.02610944,17.78120187,51088.115672248,51241.510145932,51353.570407827596,0.0014828443980610118,0.0013057244189669248,51241.510145932,51773.318630096735,50709.70166176726,46.49070625665138,0,22.33216671,0.82401286,0
2024-02-23 15:00:00,50907.60027087,51116.75515731,50830.15628851,51114.9592216,4125.672416613334,-150.37087857999998,0.82782309,2.96283006,0.00574192,0.0253039,1.4483548,51056.857490517,51211.68785712,51348.09956581579,-0.004121947648219826,0.0014828443980610118,51211.68785712,51748.379394567615,50674.996319672384,41.78638625255183,0,20.37237602,0.86225779,1
2024-02-23 16:00:00,51040.58956115,51108.24089034,50629.60856784,50909.50260399,3017.781628741238,-404.3216185,0.81910027,5.76935499,0.00617043,0.02089762,3.31429551,51032.945194573,51163.074960745,51350.547054849805,0.0026123661216082006,-0.004121947648219826,51163.074960745,51549.23914127985,50776.91078021014,45.532577563313616,0,2.96283006,0.82782309,1
2024-02-23 17:00:00,51127.54532002,51171.36009167,50967.93412846,51046.73033645,1134.0589152873306,-188.79652529,0.78530207,2.13876763,0.00464949,0.01917121,1.09571125,51054.566690815,51136.800204029,51350.1145016236,0.0017036589823442583,0.0026123661216082006,51136.800204029,51446.54444205547,50827.05596600253,47.893718121739155,0,5.76935499,0.81910027,0
2024-02-23 18:00:00,51091.53755066,51187.01103319,50994.44263655,51129.40152492,1071.6655266801877,-92.63558558000004,0.91025841,7.97683452,0.00987232,0.01656367,5.75771992,51068.707237647,51119.4672866835,51345.2172567692,-0.0007042733840362247,0.0017036589823442583,51119.4672866835,51395.11879624477,50843.81577712223,46.98541534881031,0,2.13876763,0.78530207,1
2024-02-23 19:00:00,51097.02523281,51193.38699708,51022.02701105,51097.10623689,720.3324250088821,124.20157991999996,0.9317185,2.57216367,0.00527083,0.01111589,1.16229153,51077.868367134,51111.4442223685,51348.5844759888,0.00010740882762738657,-0.0007042733840362247,51111.4442223685,51379.41506955689,50843.4733751801,47.14991885494175,0,7.97683452,0.91025841,0
2024-02-23 20:00:00,51085.85194664,51169.25403051,50956.82672431,51096.47497609,1656.1340354623478,1510.46377729,0.88525041,6.50004587,0.00696682,0.00879827,3.45838159,51069.222000318005,51094.2987126805,51353.2947575014,-0.00021866803633074916,0.00010740882762738657,51094.2987126805,51316.80818706306,50871.78923829794,46.831284556393456,0,2.57216367,0.9317185,0
2024-02-23 21:00:00,50968.75897106,51095.83024017,50968.67669233,51082.23081451,623.6640486597174,-55.09003897,0.87175313,6.90521799,0.01200907,0.00724013,5.23056005,51045.589341756,51078.53315304201,51351.395309215804,-0.0022920822716689937,-0.00021866803633074916,51078.53315304201,51288.771453945876,50868.29485213814,43.51263381971266,0,6.50004587,0.88525041,0
2024-02-23 22:00:00,50776.23176735,51024.00789293,50734.87804962,50973.32228902,650.9988726126816,245.00237243,0.82999415,8.01732299,0.01077597,0.00795928,6.27116998,51025.606687342006,51062.975982665004,51347.974067945404,-0.003777357102599188,-0.0022920822716689937,51062.975982665004,51312.78353616471,50813.1684291653,38.66143184442555,0,6.90521799,0.87175313,0
2024-02-23 23:00:00,50744.45026048,50915.54835814,50505.46614177,50780.53994385,1229.8405459348392,21.90170176999999,0.58940842,4.19249051,0.00756767,0.00815888,3.12827507,50995.789813829,51046.226135887,51335.00265975841,-0.0006259130653022416,-0.003777357102599188,51046.226135887,51333.49798695014,50758.95428482386,37.91005897492129,0,8.01732299,0.82999415,1
2024-02-24 00:00:00,50886.05955212,50907.62183368,50676.01112245,50748.30119769,737.1481106359289,136.05543031000002,0.8413373,4.13261719,0.00998217,0.00892069,3.01306017,50972.565043316004,51030.340357782006,51322.483468451,0.002790636038287886,-0.0006259130653022416,51030.340357782006,51316.063373462246,50744.61734210177,43.206433259488975,0,4.19249051,0.58940842,0
2024-02-24 01:00:00,50589.50643242,50893.61269505,50586.2706093,50889.96197751,646.1306666794827,-131.082523,0.69948068,5.32652143,0.00675954,0.00847601,2.96157316,50940.755659471004,50998.806574994,51297.216792156796,-0.00582778706604814,0.002790636038287886,50998.806574994,51331.63682287164,50665.97632711636,36.23555136006478,0,4.13261719,0.8413373,1
2024-02-24 02:00:00,50789.09416893,50795.1155558,50574.44920528,50590.49036455,627.8206788377772,226.24845544,0.95452132,4.57114537,0.01070526,0.00925236,3.30455143,50915.606120249,50974.275657411,51282.2867383014,0.003945239844880044,-0.00582778706604814,50974.275657411,51291.905597890436,50656.64571693157,42.91137604322542,0,5.32652143,0.69948068,1
2024-02-24 03:00:00,50843.369212,50856.40389779,50672.76121031,50793.3135725,539.8371837659466,-76.51784912000001,0.96294944,9.6517497,0.02666229,0.012066,9.09531874,50887.188509447,50970.877600131,51274.50216020061,0.0010686357762057508,0.003945239844880044,50970.877600131,51292.7684451436,50648.98675511841,44.60966396631107,0,4.57114537,0.95452132,1
2024-02-24 04:00:00,50953.22390729,51003.23791364,50812.8897306,50847.99762742,440.73430006289374,-94.43446028000004,0.97111182,23.20146861,0.03081204,0.01475213,19.08490985,50873.35714511,50971.032191378494,51265.40325067381,0.0021606494021264577,0.0010686357762057508,50971.032191378494,51292.88405330857,50649.18032944842,47.982639476377415,0,9.6517497,0.96294944,1
2024-02-24 05:00:00,51035.44162279,51063.31117821,50910.75554322,50953.41827589,469.683985455795,-167.26621987,0.74707895,22.58909612,0.04997588,0.02035212,20.42050312,50867.198784108,50972.533575621004,51254.7679397712,0.0016135920201947318,0.0021606494021264577,50972.533575621004,51295.33947693913,50649.72767430288,50.41624437784692,0,23.20146861,0.97111182,0
2024-02-24 06:00:00,50958.50581635,51059.78352017,50926.70156443,51045.50750915,495.3383417842307,47.74486712999999,0.97397654,17.7095842,0.02581572,0.02295899,15.95232791,50854.464171079,50961.8430856985,51245.504341958396,-0.001507497613298714,0.0016135920201947318,50961.8430856985,51270.649112536186,50653.03705886081,48.14631372307685,0,22.58909612,0.74707895,1
2024-02-24 07:00:00,51060.64661057,51091.24915037,50934.44927045,50968.82191841,607.3068410596861,-813.35846468,0.90658666,19.89688114,0.03939976,0.0271615,17.74357673,50863.652935030004,50954.621138393,51236.551532487196,0.002004391466816413,-0.001507497613298714,50954.621138393,51245.72344519966,50663.518831586334,51.28236869460465,0,17.7095842,0.97397654,0
2024-02-24 08:00:00,50984.16400012,51110.33612893,50952.53048247,51070.87208296,462.22964385913633,272.38908202,0.96754278,3.90145333,0.0064916,0.02712322,2.00395479,50884.446158307,50955.0264228245,51221.4469180794,-0.0014978778281701244,0.002004391466816413,50955.0264228245,51246.27692815516,50663.77591749384,48.897634200123655,0,19.89688114,0.90658666,1
2024-02-24 09:00:00,51067.38585701,51109.52186523,50975.26047433,50992.89048081,367.912269374144,-127.37186169,0.95761766,21.29708426,0.04159587,0.03153617,19.13382383,50916.73971796,50956.2647658945,51206.7936103364,0.0016323079631119786,-0.0014978778281701244,50956.2647658945,51249.28859601403,50663.24093577497,51.53839539451213,0,3.90145333,0.96754278,1
2024-02-24 10:00:00,51073.50234796,51168.33350005,51060.51698287,51088.1285935,441.06959007005497,144.60128059000002,0.92286145,7.82352679,0.01404583,0.02973381,4.77687816,50935.483997544,50954.02452043,51190.919466742605,0.00011977294015252937,0.0016323079631119786,50954.02452043,51242.48161072946,50665.56743013054,51.73580252308019,0,21.29708426,0.95761766,1
2024-02-24 11:00:00,51112.79611975,51131.06276595,51016.24606974,51088.77617901,456.9582302099189,-56.41185752999999,0.80526927,6.2842885,0.01085369,0.02688262,3.725788,50987.81296627699,50964.284312874,51174.6452712444,0.0007693572984732722,0.00011977294015252937,50964.284312874,51260.28699226005,50668.281633487946,53.05870009074723,0,7.82352679,0.92286145,0
2024-02-24 12:00:00,51071.36718226,51125.37543861,51027.54569994,51118.4851497,362.0927930300533,189.76320851,0.82366082,4.98312789,0.00653097,0.02067621,3.16736295,51016.040267610006,50965.8231939295,51162.4573374174,-0.0008105394467744498,0.0007693572984732722,50965.8231939295,51263.809566408825,50667.836821450175,51.457253386127114,0,6.2842885,0.80526927,1
2024-02-24 13:00:00,51129.89525495,51155.02166236,51050.50391618,51075.3171322,524.648535583358,-366.03282076,0.46745665,5.38611623,0.00800314,0.01813155,3.52113912,51044.692871905,50965.940690676,51152.9122736034,0.0011460055980316852,-0.0008105394467744498,50965.940690676,51264.197288221294,50667.6840931307,53.588466660063716,0,4.98312789,0.82366082,0
2024-02-24 14:00:00,51119.41304587,51157.7858825,51063.09699122,51138.85119739,522.0175947930853,-368.67417407,0.60052286,4.97346516,0.00931361,0.01383353,3.30123114,51061.311785763,50967.3344654365,51145.2092530612,-0.00020501135446748808,0.0011460055980316852,50967.3344654365,51268.31045007418,50666.358480798815,53.13849506890472,0,5.38611623,0.46745665,0
2024-02-24 15:00:00,51102.70455619,51158.31444062,51093.61484603,51134.46689005,338.6060204949033,419.40876627000006,0.90695367,5.60417215,0.01215656,0.01464281,3.03338599,51068.038079103004,50967.6184316055,51144.6900743372,-0.00032685214255112616,-0.00020501135446748808,50967.6184316055,51269.11987941696,50666.11698379404,52.38344306336538,0,4.97346516,0.60052286,1
2024-02-24 16:00:00,51213.84807889,51219.69623397,51090.28556479,51100.51113632,676.4891017269252,-92.1552477,0.57625765,9.32379337,0.02969361,0.01294249,6.44081221,51093.572305357004,50974.018238218,51142.176752335195,0.002174904903081698,-0.00032685214255112616,50974.018238218,51291.117113395616,50656.91936304038,56.78249373664818,0,5.60417215,0.90695367,1
2024-02-24 17:00:00,51526.85612901,51697.75809406,51217.25793308,51218.23960721,1998.89310063683,-247.33780817999997,0.89347911,18.26391799,0.01588167,0.01320475,6.80436377,51140.193257201,51001.9230961155,51141.2000520372,0.006111785422525662,0.002174904903081698,51001.9230961155,51403.930954314026,50599.91523791697,66.2414087517,0,9.32379337,0.57625765,0
2024-02-24 18:00:00,51426.76303606,51705.28981653,51402.22992441,51535.00771736,1167.3663958507775,973.92313484,0.80819395,18.71716122,0.02498953,0.01522416,8.66134,51184.453160795,51034.449659551,51140.21296088381,-0.00194254220943324,0.006111785422525662,51034.449659551,51463.902644017,50604.996675085,61.598550761837565,1,18.26391799,0.89347911,1
2024-02-24 19:00:00,51569.31643794,51676.05217885,51441.02265505,51441.02265505,575.964456801309,-119.07294769,0.85624323,11.35412065,0.01917926,0.01703105,7.89355073,51234.646218887996,51075.692968424,51137.73931991519,0.002771969174494515,-0.00194254220943324,51075.692968424,51544.51107286466,50606.87486398334,65.32604810180612,0,18.71716122,0.80819395,0
2024-02-24 20:00:00,51506.26467881,51581.83119236,51437.62947632,51551.80708181,520.4907999067017,-19.87348566,0.8974291,12.03478457,0.01455234,0.01796665,5.26306197,51277.922451973,51106.7032247585,51133.798356939405,-0.0012226603625020704,0.002771969174494515,51106.7032247585,51603.89595806289,50609.510491454115,62.43915279320297,0,11.35412065,0.85624323,1
2024-02-24 21:00:00,51563.30963247,51658.93078971,51467.66249532,51509.07194738,779.8710627989958,38.00423789999999,0.35829128,8.42342499,0.01208526,0.0183626,5.27533233,51322.973803245004,51155.393384760995,51134.9836286466,0.0011075342779316433,-0.0012226603625020704,51155.393384760995,51629.5208765376,50681.26589298439,63.989669543985165,0,12.03478457,0.8974291,1
2024-02-24 22:00:00,51572.05118089,51700.86825045,51558.5362975,51561.26900629,582.0264074588333,135.69154454,0.45783409,9.52724128,0.01875441,0.01930515,7.19848654,51373.042203108,51194.541235359,51126.167702491395,0.0001695303983064722,0.0011075342779316433,51194.541235359,51670.61347492488,50718.46899579312,64.23332462659388,0,8.42342499,0.35829128,0
2024-02-24 23:00:00,51570.60998756,51670.04322909,51494.00710569,51557.37572188,386.04488565364665,-90.39852246,0.68661494,94.55386844,0.17640647,0.04026413,89.45371197,51417.113676369,51230.903274136996,51124.519093155795,-2.794523965987672e-05,0.0001695303983064722,51230.903274136996,51705.12832646533,50756.67822180866,64.15625098033544,0,9.52724128,0.45783409,0
2024-02-25 00:00:00,51487.82540259,51606.80314838,51441.24526311,51568.63266014,528.3449533477464,14.645211559999993,0.98343134,8.4311772,0.01790059,0.04055255,5.94526019,51453.954912041,51257.633348902,51125.5116832562,-0.0016052667399117926,-2.794523965987672e-05,51257.633348902,51726.18944285167,50789.07725495234,59.72322124943161,0,94.55386844,0.68661494,1
2024-02-25 01:00:00,51722.3315428,51726.7704544,51435.99954524,51485.93207719,691.856184230338,-161.39006145999997,0.96204336,7.60680455,0.0087636,0.03823456,3.39366536,51515.917610702,51291.9778449025,51134.80858373,0.004554593991421552,-0.0016052667399117926,51291.9778449025,51791.62450378758,50792.33118601743,66.73513889671929,0,8.4311772,0.98343134,0
2024-02-25 02:00:00,51617.3384452,51921.74205357,51567.1228957,51688.36374072,1627.7990916224276,-27.548386989999983,0.98259082,6.05887511,0.01048248,0.03699216,2.95501064,51556.266647333,51324.919476345,51138.580109826,-0.002029937446132224,0.004554593991421552,51324.919476345,51818.8351153166,50831.0038373734,61.56714155388563,0,7.60680455,0.96204336,1
2024-02-25 03:00:00,51653.69701904,51683.46656998,51456.38085355,51603.81448445,624.2298710007755,-290.94110474,0.88452232,11.95763798,0.01472616,0.037017,7.06381869,51568.950736336,51354.5719967685,51145.9726469302,0.0007043868385154806,-0.002029937446132224,51354.5719967685,51852.873155579684,50856.270837957316,62.64593031158202,0,6.05887511,0.98259082,0
2024-02-25 04:00:00,51616.53516681,51660.74133234,51506.79704618,51625.53457624,300.87131974809864,188.32149198,0.98827502,13.00357404,0.01576191,0.03754223,5.22565059,51587.927949410994,51386.19055510299,51156.555846768606,-0.0007194422543715939,0.0007043868385154806,51386.19055510299,51865.4162830387,50906.964827167285,60.76840098181094,0,11.95763798,0.88452232,1
2024-02-25 05:00:00,51675.14601589,51728.21418174,51588.56050615,51615.23903717,394.95621478708546,-262.09755815,0.95600658,25.98694497,0.02269602,0.03810532,17.92447939,51598.510907206,51416.578563047005,51168.4698231656,0.0011355052967152446,-0.0007194422543715939,51416.578563047005,51887.69423087682,50945.46289521719,62.66874322359392,0,13.00357404,0.98827502,1
2024-02-25 06:00:00,51759.60096767,51818.0170445,51633.63313754,51666.1430848,561.492129467434,-306.06277565,0.86298032,6.27708606,0.01060319,0.01441914,3.76767522,51623.844536092,51450.8834940325,51179.58634023459,0.0016343437472634559,0.0011355052967152446,51450.8834940325,51916.70227157349,50985.06471649151,65.2786455781941,0,25.98694497,0.95600658,0
2024-02-25 07:00:00,51732.9881655,51775.7132601,51684.82105333,51769.57373428,360.09895967064966,-208.41879422,0.72632109,6.02498201,0.00984474,0.0132683,2.26307489,51640.812389395,51481.89309632,51189.842461781,-0.0005141616564359186,0.0016343437472634559,51481.89309632,51935.3562494695,51028.42994317049,63.765816906733775,0,6.27708606,0.86298032,0
2024-02-25 08:00:00,51610.65201934,51779.56391078,51590.86783715,51722.55905516,414.40564809222064,250.12996981,0.97789729,27.83826364,0.02510213,0.01560238,19.05325587,51644.672473239996,51508.857338174,51196.461251756,-0.00236476087112214,-0.0005141616564359186,51508.857338174,51921.86756510806,51095.847111239935,57.20305419137435,0,6.02498201,0.72632109,1
2024-02-25 09:00:00,51646.33271441,51686.94905291,51530.38805101,51606.74597069,500.61228093863457,279.79842331,0.93054074,40.55805596,0.04185558,0.02008425,33.40326432,51652.244745924996,51534.679211147,51211.1612988922,0.0006913436214026625,-0.00236476087112214,51534.679211147,51910.86357578631,51158.49484650769,58.54321701556374,0,27.83826364,0.97789729,0
2024-02-25 10:00:00,51573.70518382,51691.73230607,51561.35097952,51632.88754269,315.19907999947367,154.38131989999997,0.86324402,8.16359295,0.0126961,0.01979424,4.7617053,51660.832724048,51557.3938180445,51223.6327609218,-0.0014062475837657296,0.0006913436214026625,51557.3938180445,51878.887923133996,51235.899712955,54.782754126595044,0,40.55805596,0.93054074,1
2024-02-25 11:00:00,51644.65361333,51701.59240523,51513.63920196,51576.62795485,498.5661384014772,-119.75320851,0.82901899,7.18813347,0.01057078,0.01905265,4.32779181,51653.064931101,51584.491270901504,51236.4175544296,0.0013756705913823275,-0.0014062475837657296,51584.491270901504,51826.03855999952,51342.94398180349,57.64493001602082,0,8.16359295,0.86324402,1
2024-02-25 12:00:00,51656.81010287,51677.94025633,51579.97918832,51652.93927482,362.9683872076768,-46.993577180000045,0.94409316,27.59793044,0.02296001,0.01909036,20.17649073,51657.012096868,51606.6393721005,51246.10744419101,0.00023538718317306362,0.0013756705913823275,51606.6393721005,51775.33845709706,51437.94028710394,58.133925147988265,0,7.18813347,0.82901899,0
2024-02-25 13:00:00,51612.48624268,51698.28786986,51556.84366405,51660.67937892,512.8050796675428,-262.81551815999995,0.79503144,25.62898509,0.02142892,0.02063689,20.78258281,51652.891019231996,51610.920877784,51254.255457911,-0.0008580448560746579,0.00023538718317306362,51610.920877784,51775.38764311839,51446.45411244962,55.61283571881824,0,27.59793044,0.94409316,1
2024-02-25 14:00:00,51743.35554816,51783.70816035,51603.89092137,51620.40562614,773.3404633748113,-77.70360986999992,0.88845765,24.04491467,0.01929768,0.02198731,18.0743022,51665.573057367,51626.750503389,51269.6014026444,0.002535613279016413,-0.0008580448560746579,51626.750503389,51776.90659451534,51476.59441226265,60.99180826428788,0,25.62898509,0.79503144,0
2024-02-25 15:00:00,51524.56373158,51768.12449196,51434.62743652,51743.69457561,781.6030782264598,-202.2833447,0.79021359,4.93158295,0.00585004,0.01923702,2.23128208,51650.514828936,51624.512868071,51279.240297363795,-0.0042284040967609515,0.002535613279016413,51624.512868071,51779.52788928443,51469.497846857565,50.06787483625382,0,24.04491467,0.88845765,0
2024-02-25 16:00:00,51380.35884029,51624.48575821,51275.8701091,51516.79709173,1327.3997287080251,178.38033919,0.95898634,10.49073715,0.00867003,0.01449622,3.56749,51612.590616198,51618.217576145,51284.4813290246,-0.0027987600640587695,-0.0042284040967609515,51618.217576145,51801.162382787574,51435.27276950242,44.42075421491532,0,4.93158295,0.79021359,1
2024-02-25 17:00:00,51559.56759095,51576.1666445,51353.85687494,51376.80280156,644.6137912554157,8.997299340000012,0.9401854,12.492528,0.00701827,0.0136851,4.03444482,51595.248558743,51618.030474069004,51297.5206754262,0.003487884372646244,-0.0027987600640587695,51618.030474069004,51801.2192172069,51434.84173093111,51.710093644272,0,10.49073715,0.95898634,1
2024-02-25 18:00:00,51574.17715713,51579.99892195,51497.61942983,51567.77201871,395.8776378603285,254.37631301999997,0.94276604,12.73330447,0.0131136,0.01404836,6.8676332,51591.601072522,51618.136772881,51308.19242734579,0.0002833531556336588,0.003487884372646244,51618.136772881,51801.215611909814,51435.057933852186,52.25978972867302,0,12.492528,0.9401854,1
2024-02-25 19:00:00,51664.63426601,51741.43940235,51503.36820285,51580.22004486,878.1986066110891,-218.84626612,0.71568681,5.92006371,0.00819953,0.01193972,2.76161184,51593.431227682,51622.837986803504,51318.9342062656,0.0017539224834244305,0.0002833531556336588,51622.837986803504,51805.606770544386,51440.06920306262,55.627756039130084,0,12.73330447,0.94276604,1
2024-02-25 20:00:00,51729.53721777,51961.70192405,51668.08948104,51670.00923652,1967.2369437912423,28.937599879999993,0.87122669,14.62585498,0.00922185,0.01019586,5.82936063,51609.014431077,51634.9235775625,51331.6941996078,0.001256235579367937,0.0017539224834244305,51634.9235775625,51811.979104021535,51457.86805110346,57.92152580355177,0,5.92006371,0.71568681,1
2024-02-25 21:00:00,51756.45646993,51784.12481681,51640.29785929,51734.67119737,590.006890925369,-195.11380818,0.80902266,10.14963345,0.0102109,0.00889775,5.12891541,51620.194716737,51636.62982391899,51344.88282435019,0.0005203845541219554,0.001256235579367937,51636.62982391899,51817.84095311927,51455.41869471872,58.871185161204814,0,14.62585498,0.87122669,0
2024-02-25 22:00:00,51703.54183071,51918.42835502,51654.63514524,51758.2952513,717.4193955830171,183.27288202,0.87879375,10.19767189,0.00885984,0.00932772,6.8342141,51624.867889521,51640.93999319449,51357.2366220316,-0.0010223775511128963,0.0005203845541219554,51640.93999319449,51824.30704330806,51457.57294308093,56.18683026486748,0,10.14963345,0.80902266,1
2024-02-25 23:00:00,51731.38799882,51805.3105279,51659.71678273,51712.06904778,666.6887699788791,-77.2364493,0.84921123,8.4529081,0.01276874,0.00991325,4.32795565,51636.758065135,51644.8245421835,51372.489202586796,0.0005385737054761641,-0.0010223775511128963,51644.8245421835,51832.568944113445,51457.08014025356,57.29049205417289,0,10.19767189,0.87879375,0
2024-02-26 00:00:00,51679.92011117,51802.29936914,51605.82728065,51730.81264459,1097.8285908645896,-27.580266430000023,0.94537111,26.9826413,0.02197283,0.01204961,20.40745141,51630.414521435996,51647.9937894015,51390.5629694632,-0.0009949063738859953,0.0005385737054761641,51647.9937894015,51835.867397425085,51460.12018137792,54.55508383720771,0,8.4529081,0.84921123,0
2024-02-26 01:00:00,51474.86130883,51703.48495966,51471.51770931,51683.03775717,836.7261875925726,-292.46942435,0.94959082,29.60828541,0.03110114,0.01461926,25.47661099,51625.444279161,51637.9795540485,51405.1711904302,-0.003967862216096685,-0.0009949063738859953,51637.9795540485,51840.537020380514,51435.422087716484,45.27902637602458,0,26.9826413,0.94537111,0
2024-02-26 02:00:00,51436.17024825,51548.58056794,51424.12700548,51473.82405907,623.5917858926507,-924.71534634,0.85136109,5.75786302,0.00741993,0.01450789,2.67818457,51631.025419957,51621.8080180775,51416.1734043528,-0.0007516496323879407,-0.003967862216096685,51621.8080180775,51834.8536569661,51408.7623791889,43.7668905698147,0,29.60828541,0.94959082,1
2024-02-26 03:00:00,51560.6699943,51569.96830824,51406.77861112,51432.93550659,518.7860948329115,-233.06648846999997,0.94742748,13.95543356,0.01321537,0.01507839,8.61505462,51631.135660292,51613.192109517506,51435.5966755904,0.0024204707591781727,-0.0007516496323879407,51613.192109517506,51821.183640392235,51405.200578642776,49.599598477822056,0,5.75786302,0.85136109,0
